YakHub-DobeoContactListw.c.09Mar15,,
phone,name,address
00442088764057,ClassyCleaners,59-60BarnesHighStreetBarnesLondonSW139LF
00442088747739,AngelsDryCleaners,58WestHillWandsworthLondonSW181RU
00442078345640,RogersOfPimlico,57WarwickWayVictoriaLondonSW1V1QR
00442076271447,WhiteLily,57QueenstownRoadVauxhallLondonSW83RG
00442076271447,WhiteLily,57QueenstownRoadVauxhallLondonSW83RG
00442078286444,RoyalDryCleaners,57MoretonStreetVictoriaLondonSW1V2NY
00442073522929,PrimeDryCleaners,57ChelseaManorStreetChelseaLondonSW35RZ
00442087640317,Cuffs,578StreathamHighRoadStreathamLondonSW163QQ
00442087721010,Techno,55NightingaleLaneBalhamLondonSW128ST
00442076243420,Perfect,55AbbeyRoadSt.JohnsWoodLondonNW80AD
00442089461891,QualityCleaners,559GarrattLaneEarlsfieldLondonSW184SR
00442072220700,RegentDryCleaners,54HorseferryRoadWestminsterLondonSW1P2AF
00441895675711,BlueDragonDryCleaning&Laundry,53SwakeleysRoadTownCentreUxbridgeUB108DG
00442089447625,DonovanDunne,531GarrattLaneSouthfieldsLondonSW184SR
00442075823360,ZeeDryCleaners,52ABrixtonRoadCamberwellLondonSW96BS
00442074983355,FantasyCleaners,529BatterseaParkRoadBatterseaLondonSW113BL
00442088748999,JubileeDryCleaners,51EastHillWandsworthLondonSW182QE
00442088151253,RoseDryCleaners,518MuswellHillBroadwayMuswellHillLondonN101BT
00442073718056,PrincessDryCleaners,514FulhamRoadFulhamLondonSW65NJ
00442073511900,Sparkles,512KingsRoadLondonSW100LD
00442073513786,KingsBespokeDryCleaners,511KingsRoadChelseaLondonSW100TX
00442075866727,Ivy,4QueensTerraceSt.JohnsWoodLondonNW86DX
00442077221292,LordsDryCleaners,4LodgeRoadSt.JohnsWoodLondonNW87JA
00442086707607,BelmontDryCleaners,4CroxtedRoadLondonSE218SW
00442075824408,OvalQualityCleaners,4BrixtonRoadCamberwellLondonSW96BU
00442073517757,KensingtonDryCleaners,493AKingsRoadChelseaLondonSW100TT
00447985718522,ActiveDryCleaners,48ALondonRoadTootingLondonSW179HP
00442073868545,BlueMoon,484FulhamRoadFulhamLondonSW65NH
00442073868545,BlueMoonDryCleaners,484FulhamRoadFulhamLondonSW65NH
00442086646100,ThomasClarkCleaners,48-50SunnyhillRoadStreathamLondonSW162UH
00442079378641,PristineDryCleaners,47KensingtonChurchStreetKensingtonLondonW84BA
00442079983762,StJohnsWoodDryCleaners,47CharlbertStreetSt.JohnsWoodLondonNW86JN
00442087427195,RoyalDryCleaners,476ChiswickHighRoadChiswickLondonW45TT
00442073818601,StamfordDryCleaning,471FulhamRoadFulhamLondonSW61HL
00442076106222,N.D.DryCleaners,46ParsonsGreenLaneFulhamLondonSW64HS
00442079384733,Stitch,46KensingtonChurchStreetKensingtonLondonW84DA
00442075813080,FaizaUnique,46HarringtonRoadSouthKensingtonLondonSW73ND
00442076275162,CityDryCleaners,469WandsworthRoadVauxhallLondonSW84NX
00442076275162,CityDryCleaners,469WandsworthRoadVauxhallLondonSW84NX
00442073527643,OneDryCleaningWithADifference,467KingsRoadChelseaLondonSW100LR
00442083929905,RoyalDryCleaners,455UpperRichmondRoadWestSheenLondonSW147PR
00442087675355,TuxedoExpress,44TootingHighStreetTootingLondonSW170RG
00442076221724,DryCleaningByHazle,44BatterseaParkRoadBatterseaLondonSW114JP
00442075899902,PerkinsDryCleaners,44AGloucesterRoadSouthKensingtonLondonSW74QT
00442089472515,DonavanDunne,444GarrattLaneSouthfieldsLondonSW184HN
00442078216464,ClassiClean,43TachbrookStreetPimlicoLondonSW1V2LZ
00442075929292,Lime,43HorseferryRoadWestminsterLondonSW1P2AA
00442072295624,DeRose,40WestbourneGroveBayswaterLondonW25SH
00442087473141,Ariana,405ChiswickHighRoadChiswickLondonW44AR
00442086724280,HeritageDryCleaners,40-42BrookwoodRoadSouthfieldsLondonSW185BY
00442087775512,BelmontDryCleaners,3RavenswoodCrescentTownCentreWestWickhamBR40JH
00442075840784,ConcordeOfKnightsbridge,3MotcombStreetBelgraviaLondonSW1X8JU
00442085430066,LilyDryCleaners,3KingstonRoadMertonLondonSW191JX
00441923776527,Cleanability,3ChurchStreetTownCentreRickmansworthWD31BU
00442086772323,HeritageDryCleaners,3AMitchamLaneStreathamLondonSW166LG
00442072244346,Spectrum,39WebbsRoadBatterseaLondonSW116RX
00442073524201,H2o,395KingsRoadChelseaLondonSW100LR
00442076220553,RVExpress,393WandsworthRoadVauxhallLondonSW82JL
00442076220553,RVExpress,393WandsworthRoadVauxhallLondonSW82JL
00442088773455,OceanDryCleaners,38AUpperRichmondRoadPutneyLondonSW152RX
00442087694156,Kleencare,376StreathamHighRoadStreathamLondonSW166HP
00442089463536,KingsmereCleaners,36WimbledonHillRoadWimbledonLondonSW197PA
00442088783827,MartinizingDryCleaning,363UpperRichmondRoadPutneyLondonSW155QJ
00442083922258,SuperClean,35SheenLaneSheenLondonSW148AB
00442072227788,PrimeDryCleaners,35BuckinghamGateWestminsterLondonSW1E6PA
00442077318722,NewSmartDryCleaners,355FulhamPalaceRoadFulhamLondonSW66TB
00442072288481,Dukes,34LavenderHillBatterseaLondonSW115RL
00442087591300,RadiantDryCleaners,342GarrattLaneEarlsfieldLondonSW184EL
00442072232475,SpectrumClothesCare,340-342BatterseaParkRoadBatterseaLondonSW113BY
00442087883365,LADryCleaners,33RoehamptonHighStreetRoehamptonLondonSW154HL
00442087883365,RoehamptonDryCleaners,33RoehamptonHighStreetRoehamptonLondonSW154HL
00442076370230,PremierDryCleaners,33ClaphamParkRoadClaphamLondonSW47EE
00442088700507,RegencyExecutiveDryCleaners,336OldYorkRoadWandsworthLondonSW181SS
00442072331319,StarDryCleaners,32StruttonGroundWestminsterLondonSW1P2HR
00442079382988,Burlingtons,32AKensingtonChurchStreetKensingtonLondonW84HA
00442085408032,DudleyDryCleaners&Tailor,316HaydonsRoadSouthWimbledonLondonSW198JZ
00442031377231,DeluxeCleaners,312EarlsCourtRoadEarlsCourtLondonSW59BQ
00442085421000,Rendez-VousDryCleaners,310KingstonRoadRaynesParkLondonSW208LR
00442082960171,GrandDryCleaners,310GrandDriveMertonLondonSW209NQ
00442078020088,Chase,30WarwickWayVictoriaLondonSW1V1RY
00442072622007,BespokeTailors&DryCleaners,30CravenTerraceBayswaterLondonW23EL
00442077356154,OvalExpressCleaners,30ClaphamRoadStockwellLondonSW90JQ
00442085450227,DuCane,30ChristchurchRoadColliersWoodLondonSW192NX
00442076274103,TanyeriDryCleaners,304ClaphamRoadStockwellLondonSW99AE
00442073523388,AbbeyDryCleaners,304AFulhamRoadEarlsCourtLondonSW109ER
00442087720000,Greenfield,3-4WestburyParadeLondonSW129DZ
00442087423244,ThePressGang,3-4FromowsCornerChiswickLondonW44JF
00442077207271,VoltaireCleaners,2VoltaireRoadClaphamLondonSW46DH
00442075891444,PearlDryCleaners,2ChevalPlaceSouthKensingtonLondonSW71ES
00442087643345,A&SDryCleaners,2AStreathamValeStreathamLondonSW165TE
00442086734692,TheCommons,29BalhamHillBalhamLondonSW129DX
00442072221317,WhistlesDryCleaners,29AMonckStreetWestminsterLondonSW1P2AP
00442089951301,MCDrycleaners,28FauconbergRoadChiswickLondonW43JY
00442077332144,UnitCleaners,286BrixtonRoadCamberwellLondonSW96AG
00442087888882,ThePutneyDryCleaners,285UpperRichmondRoadPutneyLondonSW156SP
00442088767997,ExpressDryCleaners,282UpperRichmondRoadWestSheenLondonSW147JE
00442073856162,TheDryCleaners&LaunderetteCentre,282LillieRoadFulhamLondonSW67PX
00442035830773,PureStitch,282BatterseaParkRoadBatterseaLondonSW113BS
00442077313255,TheClothesSpa,281NewKingsRoadFulhamLondonSW64RD
00442086747192,FabricCare,280ABrixtonHillBrixtonLondonSW21HT
00442075890044,ChelseaGreen,28-30CaleStreetSouthKensingtonLondonSW33QU
00442078211777,CelebrityDryCleaners,27PageStreetWestminsterLondonSW1P4JS
00442086751221,KrystalCleaners,279CavendishRoadBalhamLondonSW120PH
00442073738103,BromptonSpecialist,277OldBromptonRoadEarlsCourtLondonSW59JA
00442076023535,MelburyDryCleaners,274KensingtonHighStreetKensingtonLondonW86ND
00442089464598,UnitFour,271CoombeLaneWestWimbledonLondonSW200RH
00442086729064,TrinityCleaners,26TrinityRoadTootingLondonSW177RE
00442073859369,CapitalDryCleaners,26LillieRoadFulhamLondonSW61TS
00442072991442,Elegance,26HerefordRoadBayswaterLondonW24AA
00442089472357,Nicolson&Freelander,26DurhamRoadWestWimbledonLondonSW200TW
00442036206573,LeonsDryCleaners,266VauxhallBridgeRoadVictoriaLondonSW1V1BB
00442085421790,ClaremarDryCleaners,262GrandDriveMertonLondonSW209NE
00442085421790,RegencyCleaners,262GrandDriveMertonLondonSW209NE
00442087803420,Thompson&Jones,260UpperRichmondRoadPutneyLondonSW156TQ
00442072354844,HaywardsSpecialist&CoutureDryCleaners,25BLowndesStreetKnightsbridgeLondonSW1X9JF
00442087882538,ParkViewDryCleaners&Launderers,259PutneyBridgeRoadPutneyLondonSW152PU
00442072284755,ImageDryCleaners,259LavenderHillBatterseaLondonSW111JD
00442073818943,DryCleaning@Home,257MunsterRoadLondonSW66BW
00442073701500,ChaseDryCleaners,255OldBromptonRoadEarlsCourtLondonSW59HP
00442087420305,2000DryCleaners,255ActonLaneChiswickLondonW45DG
00442077718031,PretAPorter,244BatterseaParkRoadBatterseaLondonSW113BP
00442079372221,Excellence,23VicarageGateKensingtonLondonW84AA
00442075840200,AmericanDrycleaners,23GloucesterRoadSouthKensingtonLondonSW74PL
00442088747039,SwanDrycleaners,235WimbledonParkRoadSouthfieldsLondonSW185RJ
00442089476906,GalaxyDryCleaners,22LeopoldRoadWimbledonLondonSW197BD
00442072335544,Choice,22DenbighStreetPimlicoLondonSW1V2ER
00442077208118,ParksideDryCleaners,22ClaphamCommonSouthSideClaphamLondonSW47AB
00442073719675,ExpressDryCleaner,226NewKingsRoadFulhamLondonSW64NZ
00442087887001,SanTailors,222UpperRichmondRoadPutneyLondonSW156TD
00442089463367,DuCane,21WimbledonBridgeWimbledonParkLondonSW197NH
00442087696919,AquariusCleaners,21ThraleRoadLondonSW161NS
00442079319988,SaraDryCleaners,21SussexStreetLondonSW1V4RR
00442077301229,ChoiceDryCleaners,21EburyBridgeRoadChelseaLondonSW1W8QX
00441689898835,SmartyPantsDryCleaners,21ChatsworthParadePettsWoodOrpingtonBR51DF
00442088743180,SmartSet,215GarrattLaneLondonSW184DS
00442088769224,TheDryCleaningCompany,213UpperRichmondRoadWestSheenLondonSW148QT
00442073869960,DonovanDunne,213MunsterRoadFulhamLondonSW66BU
00442089959813,TopHatCleaners,20DevonshireRoadChiswickLondonW42HD
00442087896891,AZPrestigeCleaners,207LowerRichmondRoadPutneyLondonSW151HJ
00442087580101,Elegance,207-208HighStreetTownCentreBrentfordTW88AH
00442086743811,OceanDryCleaners,204TulseHillLondonSW23BU
00442088748651,ZenithDryCleaners&Launderers,203ReplinghamRoadSouthfieldsLondonSW185LY
00442073813609,VanstonDryCleaners,1VanstonPlaceFulhamLondonSW61AY
00442082440561,NovaClean,1TulseHillBrixtonLondonSW22TH
00442085437700,Smarty,1BRussellRoadWimbledonLondonSW191QN
00442087673315,BaizaQualityDryCleaners&ShoeRepairs,1ATotterdownStreetTootingLondonSW178TB
00442076222602,Taniya,198WandsworthRoadVauxhallLondonSW82JU
00442076222602,Taniya,198WandsworthRoadVauxhallLondonSW82JU
00442088780175,HamlynsExclusiveDryCleaners,197UpperRichmondRoadWestSheenLondonSW148QT
00442030800703,I.BSuperclean,196DawesRoadFulhamLondonSW67RQ
00442088745376,DudleyDryCleaners,195MertonRoadWandsworthLondonSW185EF
00442086734466,DuCaneDryCleaning,193BalhamHighRoadBalhamLondonSW129BE
00442086737204,Sketchley,192BalhamHighRoadBalhamLondonSW129BP
00442085430810,FMDryCleaners,192AMertonHighStreetColliersWoodLondonSW191AY
00442086724280,HeritageDryCleaners,18TootingBecRoadTootingLondonSW178BD
00442077304545,Byblos,18EcclestonStreetBelgraviaLondonSW1W9LT
00442072743490,Moonlight,187StockwellRoadStockwellLondonSW99SJ
00442086823061,ArmanisDryCleaners,186TrinityRoadTootingLondonSW177HR
00442086823061,Heritage,186TrinityRoadTootingLondonSW177HR
00442073757156,OceanaDryCleaners,186FulhamRoadEarlsCourtLondonSW109PN
00442085433687,ArianaDryCleaners,185MertonRoadLondonSW191EE
00442036651702,ProDryCleaners,183KingstonRoadMertonLondonSW191LH
00442077921479,DeepClean,181QueenswayBayswaterLondonW25HL
00442077382266,Elegance,180NorthcoteRoadBatterseaLondonSW116RE
00442087418566,Reeves,180CastelnauBarnesLondonSW139DH
00442072228495,CleannPress,18-20StruttonGroundLondonSW1P2HY
00442077315114,Peters&Falla,179NewKingsRoadFulhamLondonSW64SW
00442072292983,UKPremierDryCleaners,176KensingtonChurchStreetKensingtonLondonW84DP
00442074983355,FantasyCleaners,17-23LinfordStreetLondonSW84UP
00442074983355,FantasyCleaners,17-23LinfordStreetLondonSW84UP
00442079785969,HamiltonsQualityDryCleaners,165LavenderHillBatterseaLondonSW115QH
00442073738795,ChelseaDryCleaners,162OldBromptonRoadEarlsCourtLondonSW50BE
00442089950138,Clean&Press,161ChiswickHighRoadChiswickLondonW42DT
00442087691916,KrystalDryCleaners,15StreathamHighRoadStreathamLondonSW161EQ
00442083929234,WhiteHartDryCleaners,155WhiteHartLaneBarnesLondonSW130JP
00442072446861,BobosBubbles,154CromwellRoadSouthKensingtonLondonSW74EF
00442089473747,QueensmereDryCleaners,152ArthurRoadLondonSW198AQ
00442087856831,CrystalDryCleaners,151LowerRichmondRoadLondonSW151EZ
00442087643444,ZaraDryCleaners,1482LondonRoadStreathamLondonSW164BT
00442086716973,StreathamDryCleaners,146StreathamHillStreathamHillLondonSW24RU
00442073739381,PerkinsDryCleaners,144GloucesterRoadSouthKensingtonLondonSW74SZ
00447960759895,FlamingoLocksmiths,1449LondonRoadLondonSW164AQ
00442086723817,SmartSetDryCleaners,143MitchamRoadTootingLondonSW179PE
00442076027696,KensingtonDryCleaners,13KensingtonHighStreetKensingtonLondonW85NP
00442087041112,TheLaundryBag,138PutneyHighStreetPutneyLondonSW151RR
00442088773744,PearlDryCleaners,135WandsworthHighStreetWandsworthLondonSW184JB
00442086796500,NorburyExpressDryCleaners,1359LondonRoadLondonSW164BE
00442073500759,SpotCare,133St.JohnsHillBatterseaLondonSW111TD
00442072745142,PoleoCleaners,131LandorRoadStockwellLondonSW99JD
00442075895730,Lewis&Wayne,13-15ElystanStreetChelseaLondonSW33NT
00442087671337,QualityExpressDryCleaners,12UpperTootingRoadTootingLondonSW177PG
00442073760943,RegentDryCleaners,12ThackerayStreetKensingtonLondonW85ET
00442072289031,BellvueDryCleaners,12NorthcoteRoadClaphamLondonSW111NX
00442072447447,ReevesOfKensington,129EarlsCourtRoadEarlsCourtLondonSW59RH
00442088797518,VillageDryCleaners,128ArthurRoadWimbledonParkLondonSW198AA
00442077369471,DryCleaners,126StephendaleRoadFulhamLondonSW62PH
00442076227235,Flair,125ClaphamHighStreetClaphamLondonSW47SS
00442077352536,Trend,123SouthLambethRoadVauxhallLondonSW81XA
00442077352536,Trend,123SouthLambethRoadVauxhallLondonSW81XA
00442086724982,EvershineDryCleaners,123MitchamRoadTootingLondonSW179PE
00442079319944,AquaDryCleaners,120RegencyStreetWestminsterLondonSW1P4AP
00442075894685,Renzaki,12-14GlendowerPlaceLondonSW73DP
00442075813171,ImperialCare,11WaltonStreetChelseaLondonSW35RZ
00442089943838,TurnemClean,11BedfordCornerChiswickLondonW41LS
00442087649633,SavoyTailors&DryCleaners,119StreathamValeStreathamLondonSW165SQ
00442077993232,Tailors,118HorseferryRoadWestminsterLondonSW1P2EF
00442073851588,RavalsDryCleaners,118DawesRoadFulhamLondonSW67EG
00442076224465,MayfairDryCleaner,118ClaphamHighStreetClaphamLondonSW47UH
00442087888877,ExecutiveCleaners,116UpperRichmondRoadPutneyLondonSW152SP
00442086744873,PoleoDryCleaners,114ABrixtonHillBrixtonLondonSW21RS
00442072446862,BobosBubbles,111EarlsCourtRoadEarlsCourtLondonSW59RL
00442078310007,DrycleaningDirect,111BKingswayHolbornLondonWC2B6PP
00442036320379,HillDryCleaners,110ACampdenHillRoadKensingtonLondonW87AR
00442087641800,HeritageDryCleaners,1104LondonRoadStreathamLondonSW164DT
00442079371485,DebonairDryCleaners,10StratfordRoadKensingtonLondonW86QD
00442084443877,PrestineDryCleaners,10MuswellHillBroadwayMuswellHillLondonN103RT
00442077380123,Tailors,10LavenderHillBatterseaLondonSW115RW
00442073811501,Cleanway,10FarmLaneFulhamLondonSW61PP
00442086731110,PenguinDrycleaners,10CavendishParadeClaphamLondonSW49DW
00442079242428,DryCleaning,10BatterseaSquareBatterseaLondonSW113RA
00442089461949,Nicolson&Freelander,10ARidgwayWimbledonVillageLondonSW194QN
00442077362992,SupaClean,109WandsworthBridgeRoadFulhamLondonSW62TE
00442077315500,DelicateCleaning,109MunsterRoadFulhamLondonSW65RQ
00442087427334,Bromptons,107StrandOnTheGreenChiswickLondonW43NQ
00442079241851,PureDryCleaning,107St.JohnsHillClaphamLondonSW111SY
00442089940534,FourStarDryCleaners,107ChiswickHighRoadChiswickLondonW42ED
00442085450088,BondDryCleaners,102KingstonRoadMertonLondonSW191LX
00442086726090,SmartwayCleaners,100TootingHighStreetTootingLondonSW170RR
